url,date
https://www.knack.be/factcheck/factcheck-deze-fotos-van-palestijnse-kinderen-die-hun-kat-terugvinden-zijn-ai-gegenereerd,2023-11-30
https://www.knack.be/factcheck/factchecker-we-zitten-met-een-recidivecijfer-van-rond-de-70-procent,2017-06-06
https://belux.edmo.eu/lb/faktencheck-ds-schinheetsroutinne-fir-kanner-si-gefierlech-fir-dhaut/,2024-03-05
https://www.vrt.be/vrtnws/nl/2024/03/01/check-vijver-natuurpunt,2024-03-01
https://nieuwscheckers.nl/vrouw-van-300-kilo-baart-baby-van-20-kilo,2017-06-06
https://gadmo.eu/angebliches-geheimdienstpapier-ist-geflscht/,2024-03-25
https://www.knack.be/factcheck/factcheck-ja-deze-beelden-zijn-echt-maar-ze-tonen-een-sanatorium,2022-01-25
https://gadmo.eu/dieses-foto-zeigt-nicht-den-kiewer-polizeichef-sondern-einen-russischen-neonazi/,2022-09-13
https://gadmo.eu/alte-falschbehauptung-kursiert-erneut-julia-klckner-sagte-nicht-dass-geflchtete-mehr-geld-als-rentner-bekommen/,2023-05-30
https://gadmo.eu/brennendes-gebude-nein-dieses-video-zeigt-nicht-die-alcazar-bibliothek-in-marseille/,2023-07-10
https://www.lakmusz.hu/ezen-a-felvetelen-egy-gazdafesztivalt-latni-eszak-olaszorszagban-es-nem-egy-tuntetest/?lang=hu,2022-08-29
https://www.knack.be/factcheck/factcheck-nee-reguliere-media-zwijgen-treinramp-in-ohio-niet-dood,2023-02-15
https://gadmo.eu/in-israel-fahren-deutsche-regio-zge-welt-reporter-vor-ort/,2024-03-04
https://cedmohub.eu/sk/toto-nie-je-prav-pas-zelenskej-je-falon-a-s-v-om-chyby/,2023-07-11
https://gadmo.eu/viele-ukrainische-regionen-von-russischen-luftangriffen-und-stromausfllen-betroffen/,2023-01-02
